steps,episodes,mean_agent_delta,mean_bs_delta,mean_delta_gap,median_delta_gap,underhedged_share,rho_var,beta_var_on_ret,mean_dlog_s,mean_dvar,mean_step_diff_pnl_100,prefix,year,checkpoint,condition
1575.0,75.0,0.4501913424592381,0.48032547191152186,-0.030134129452283727,-0.0257912025914359,0.8723809523809524,-0.6602949664207634,-0.18018624279793877,0.00035664946097232407,-0.00010476886850204833,0.0041256895025786906,2_no_q_WF_exp1_k1_test,2015,18000,all_steps
777.0,75.0,0.48675392697027026,0.5143256866205264,-0.027571759650256066,-0.02414070931589607,0.8455598455598455,-0.7095570596380204,-0.2642971718579313,-0.00927715759259758,0.0012445173150710865,-0.026978189933960815,2_no_q_WF_exp1_k1_test,2015,18000,down_day
798.0,75.0,0.414590931224812,0.4472199996948596,-0.0326290684700475,-0.02704082160290694,0.8984962406015038,-0.4253935903698665,-0.1401993776231348,0.009736935276290389,-0.0014361837118954063,0.034411045796051365,2_no_q_WF_exp1_k1_test,2015,18000,up_day
2457.0,117.0,0.4492295769131461,0.47993805580351456,-0.030708478890368464,-0.033781092127836476,0.8494098494098494,-0.554586939471562,-0.11943236145965304,0.00028314329336849293,3.139986037900509e-05,0.0037999557766204488,2_no_q_WF_exp1_k1_test,2016,8000,all_steps
1198.0,117.0,0.4588793898927379,0.48767619191479394,-0.02879680202205603,-0.03222256476343452,0.830550918196995,-0.42875265468093243,-0.1314339991558599,-0.006388700009006446,0.0008257916450791507,-0.01928633728971788,2_no_q_WF_exp1_k1_test,2016,8000,down_day
1259.0,117.0,0.4400473084861795,0.47257484129889776,-0.03252753281271819,-0.035283046621414196,0.8673550436854647,-0.4359684706368977,-0.10259891810190665,0.006631728103730031,-0.0007602806895610718,0.025767691355233092,2_no_q_WF_exp1_k1_test,2016,8000,up_day
5250.0,250.0,0.5391643141419048,0.5230059898882202,0.016158324253684495,0.016497754886515142,0.32876190476190476,-0.19422405793666075,-0.058017004237990034,0.000714104881298704,6.716409666612837e-05,-0.001109489645678333,2_no_q_WF_exp1_k1_test,2017,2000,all_steps
2222.0,250.0,0.5524856999054906,0.5384470672367299,0.014038632668760735,0.015310535874940592,0.3424842484248425,-0.4296290795748834,-0.12180637338214824,-0.0030697171217820003,0.0002743035413453612,0.004156583167539361,2_no_q_WF_exp1_k1_test,2017,2000,down_day
3028.0,250.0,0.5293888454607001,0.5116750540003774,0.017713791460322738,0.01762685156043231,0.31869220607661825,0.00638376208733679,0.0032228787421350095,0.0034907404463070672,-8.345024911963507e-05,-0.004973827093158423,2_no_q_WF_exp1_k1_test,2017,2000,up_day
6720.0,320.0,0.5371417991793603,0.5659570693056262,-0.02881527012626582,-0.036762173451129365,0.8004464285714286,-0.5024758075774853,-0.16205635835520366,-0.00043138822845116526,0.00033570542435456776,0.0016756760729366037,2_no_q_WF_exp1_k1_test,2018,11000,all_steps
3207.0,320.0,0.5686566695816719,0.5956699424975495,-0.02701327291587754,-0.03630913292771332,0.7804801995634549,-0.5437686283337343,-0.2139053142979209,-0.009483931020149215,0.0014954668548751377,-0.02572596838701308,2_no_q_WF_exp1_k1_test,2018,11000,down_day
1.0,1.0,0.89636856,0.8856136501063154,0.01075490989368455,0.01075490989368455,0.0,,,0.0,0.0013410743424361153,0.0,2_no_q_WF_exp1_k1_test,2018,11000,flat_day
3512.0,320.0,0.5082615554034395,0.5387335952431835,-0.030472039839743933,-0.03718734948694605,0.8189066059225513,-0.2490175595250743,-0.12460740642963652,0.007834862723925598,-0.0007778313879485094,0.02669809903965972,2_no_q_WF_exp1_k1_test,2018,11000,up_day
6699.0,319.0,0.5280303746801239,0.5636638488073893,-0.03563347412726538,-0.0459880893359762,0.7701149425287356,-0.24716766019466763,-0.09325269009012287,0.001556383672533624,0.00031812720138680976,0.006955228423398638,2_no_q_WF_exp1_k1_test,2019,11000,all_steps
2655.0,319.0,0.5508565018493032,0.5854052671422458,-0.034548765292942624,-0.04336600329435514,0.7638418079096045,-0.29642356920523355,-0.12249484038733473,-0.006579786306827637,0.0011550908481292325,-0.028847314850922262,2_no_q_WF_exp1_k1_test,2019,11000,down_day
4044.0,319.0,0.5130443787270648,0.5493899947819085,-0.036345616054843745,-0.04787628255229505,0.7742334322453017,-0.05684142788312192,-0.036351687981382115,0.006898008621891722,-0.00023585160204442137,0.030460607353498047,2_no_q_WF_exp1_k1_test,2019,11000,up_day
10878.0,518.0,0.47446090992611417,0.5210823372197659,-0.04662142729365178,-0.043396312231449435,0.8742415885273028,-0.4097807847200022,-0.2737067853594145,0.0012278140997433516,0.0007880644584323636,0.011936653935614995,2_no_q_WF_exp1_k1_test,2020,19000,all_steps
4389.0,518.0,0.49998322884241103,0.5455056076770871,-0.04552237883467614,-0.042914712564020685,0.8569150148097516,-0.510571899493465,-0.44092637090859527,-0.01522902079513692,0.0039504730238355,-0.07545783101887048,2_no_q_WF_exp1_k1_test,2020,19000,down_day
6489.0,518.0,0.45719824114454133,0.5045630377842316,-0.047364796639690315,-0.04382553618010998,0.8859608568346432,-0.18748435907066613,-0.1752567502097009,0.012358812459063666,-0.0013075197120939643,0.07104813405046118,2_no_q_WF_exp1_k1_test,2020,19000,up_day
12537.0,597.0,0.49758855157567417,0.5232063448076089,-0.025617793231934728,-0.033639379257847324,0.8387173965063413,-0.44844366955214426,-0.24447829742367974,0.0013359921301817831,0.0005929077377266049,0.004927898713094877,2_no_q_WF_exp1_k1_test,2021,19000,all_steps
4995.0,597.0,0.52325106157884,0.5476011935729399,-0.02435013199409999,-0.033306598961804657,0.8254254254254254,-0.4762093865872962,-0.37695413681119205,-0.0070512538519750135,0.00224645043018817,-0.017033186357953676,2_no_q_WF_exp1_k1_test,2021,19000,down_day
7542.0,597.0,0.4805924978146275,0.5070498518902357,-0.026457354075608095,-0.0338428110776072,0.8475205515778308,-0.27767536010794397,-0.22171146651823892,0.006890791080178231,-0.0005647840490929187,0.019472531427214144,2_no_q_WF_exp1_k1_test,2021,19000,up_day
15939.0,759.0,0.44061816864488734,0.4910568396765784,-0.050438671031691085,-0.054168212377864504,0.9504360373925591,-0.24664399051629757,-0.12208884560186221,-0.0009632462417194488,4.220401198169489e-06,-0.0014294922287265716,2_no_q_WF_exp1_k1_test,2022,10000,all_steps
9013.0,759.0,0.46332069524500885,0.5128346772302658,-0.049513981985256916,-0.053249413422129,0.9390879840230778,-0.1823076234206318,-0.15458294310908227,-0.011243638340711432,0.0012445984597656088,-0.05392197286049126,2_no_q_WF_exp1_k1_test,2022,10000,down_day
6926.0,759.0,0.411074727662084,0.4627167227445275,-0.0516419950824435,-0.055406439546072606,0.9652035807103667,-0.14467719190092762,-0.08889540277949075,0.012414919220049935,-0.0015800248419226188,0.06688045982644165,2_no_q_WF_exp1_k1_test,2022,10000,up_day
13272.0,632.0,0.6741279141119576,0.7162901598093488,-0.04216224569739141,-0.05377536002216482,0.755801687763713,-0.048573703490614746,-0.04188031018692882,0.0008797047815813664,0.0005070327877995554,0.006424419077962499,2_no_q_WF_exp1_k1_test,2023,13000,all_steps
5948.0,632.0,0.6970400145810357,0.736326422782944,-0.0392864082019083,-0.05098930381885114,0.734364492266308,-0.11326849325964926,-0.17347370918844998,-0.0062056999950818635,0.0006445252750662495,-0.025136978702563224,2_no_q_WF_exp1_k1_test,2023,13000,down_day
7324.0,632.0,0.6555204354677635,0.7000182193168663,-0.04449778384910271,-0.056019139606983515,0.773211359912616,-0.007717255530879211,-0.009482186744257673,0.006633935749849102,0.00039457488831937587,0.03205620416788153,2_no_q_WF_exp1_k1_test,2023,13000,up_day
1575.0,75.0,0.45538038609339687,0.49165720098714194,-0.03627681489374513,-0.03364384280167104,0.8615873015873016,-0.6602949664207634,-0.18018624279793877,0.00035664946097232407,-0.00010476886850204833,0.007122653104590992,final_WF_exp1_k1_test,2015,19000,all_steps
777.0,75.0,0.49352939691248393,0.525809457398858,-0.03228006048637405,-0.03123752872525143,0.8352638352638353,-0.7095570596380204,-0.2642971718579313,-0.00927715759259758,0.0012445173150710865,-0.03268955332709356,final_WF_exp1_k1_test,2015,19000,down_day
798.0,75.0,0.4182352966116542,0.45840368816520793,-0.04016839155355382,-0.036474194299415896,0.8872180451127819,-0.4253935903698665,-0.1401993776231348,0.009736935276290389,-0.0014361837118954063,0.04588716989333647,final_WF_exp1_k1_test,2015,19000,up_day
2457.0,117.0,0.4554745241833536,0.4902207812795773,-0.03474625709622358,-0.030626001066421715,0.9584859584859585,-0.554586939471562,-0.11943236145965304,0.00028314329336849293,3.139986037900509e-05,0.002891755662046533,final_WF_exp1_k1_test,2016,5000,all_steps
1198.0,117.0,0.46408781061101845,0.49794368724451504,-0.033855876633496776,-0.029436734488656302,0.9557595993322203,-0.42875265468093243,-0.1314339991558599,-0.006388700009006446,0.0008257916450791507,-0.020848610443801527,final_WF_exp1_k1_test,2016,5000,down_day
1259.0,117.0,0.4472785614030977,0.48287205900317093,-0.03559349760007322,-0.031917191284194346,0.9610802223987291,-0.4359684706368977,-0.10259891810190665,0.006631728103730031,-0.0007602806895610718,0.025481873688103698,final_WF_exp1_k1_test,2016,5000,up_day
5250.0,250.0,0.5206472922382857,0.5300914056708704,-0.009444113432584644,-0.007650524956404642,0.5714285714285714,-0.19422405793666075,-0.058017004237990034,0.000714104881298704,6.716409666612837e-05,0.002168452156650996,final_WF_exp1_k1_test,2017,4000,all_steps
2222.0,250.0,0.537388926080108,0.5455973429627646,-0.008208416882656633,-0.004286399767680832,0.5463546354635463,-0.4296290795748834,-0.12180637338214824,-0.0030697171217820003,0.0002743035413453612,-0.0024307111484552844,final_WF_exp1_k1_test,2017,4000,down_day
3028.0,250.0,0.5083619849739102,0.5187128744084565,-0.010350889434546345,-0.009671474743061764,0.5898282694848085,0.00638376208733679,0.0032228787421350095,0.0034907404463070672,-8.345024911963507e-05,0.0055433996018115494,final_WF_exp1_k1_test,2017,4000,up_day
6720.0,320.0,0.5342661685654353,0.5599774190744798,-0.0257112505090445,-0.03627399543350246,0.7544642857142857,-0.5024758075774853,-0.16205635835520366,-0.00043138822845116526,0.00033570542435456776,0.0025515957266495966,final_WF_exp1_k1_test,2018,4000,all_steps
3207.0,320.0,0.5666885382536869,0.5895040439191224,-0.022815505665435432,-0.03240222437847884,0.7312129716245712,-0.5437686283337343,-0.2139053142979209,-0.009483931020149215,0.0014954668548751377,-0.02478150050189198,final_WF_exp1_k1_test,2018,4000,down_day
1.0,1.0,0.9051619,0.8843441067965044,0.020817793203495527,0.020817793203495527,0.0,,,0.0,0.0013410743424361153,0.0,final_WF_exp1_k1_test,2018,4000,flat_day
3512.0,320.0,0.5045539147722525,0.532922677455889,-0.028368762683636424,-0.038857778457195014,0.7759111617312073,-0.2490175595250743,-0.12460740642963652,0.007834862723925598,-0.0007778313879485094,0.02751167294779409,final_WF_exp1_k1_test,2018,4000,up_day
6699.0,319.0,0.5328682525500877,0.5602531734520083,-0.02738492090192062,-0.0408740598842266,0.7572772055530677,-0.24716766019466763,-0.09325269009012287,0.001556383672533624,0.00031812720138680976,0.005644853008049836,final_WF_exp1_k1_test,2019,17000,all_steps
2655.0,319.0,0.5555109987983277,0.581913561959411,-0.026402563161083314,-0.0400206528408506,0.7529190207156309,-0.29642356920523355,-0.12249484038733473,-0.006579786306827637,0.0011550908481292325,-0.02255343759981244,final_WF_exp1_k1_test,2019,17000,down_day
4044.0,319.0,0.518002651341117,0.5460325177924747,-0.02802986645135758,-0.04143992427104631,0.7601384767556875,-0.05684142788312192,-0.036351687981382115,0.006898008621891722,-0.00023585160204442137,0.024157825699413424,final_WF_exp1_k1_test,2019,17000,up_day
10878.0,518.0,0.47371136695555716,0.5259885231472226,-0.05227715619166542,-0.04825597010606569,0.8210148924434638,-0.4097807847200022,-0.2737067853594145,0.0012278140997433516,0.0007880644584323636,0.01469001509987297,final_WF_exp1_k1_test,2020,9000,all_steps
4389.0,518.0,0.4997526111213696,0.5503291781414368,-0.05057656702006714,-0.047254006441663,0.8024606971975393,-0.510571899493465,-0.44092637090859527,-0.01522902079513692,0.0039504730238355,-0.08726655720546513,final_WF_exp1_k1_test,2020,9000,down_day
6489.0,518.0,0.45609770989842185,0.5095251027789677,-0.05342739288054579,-0.04887218398339549,0.8335644937586685,-0.18748435907066613,-0.1752567502097009,0.012358812459063666,-0.0013075197120939643,0.08365093293746412,final_WF_exp1_k1_test,2020,9000,up_day
12537.0,597.0,0.49780880782107995,0.5309848278358986,-0.03317602001481865,-0.03779213464195319,0.8809922629018107,-0.44844366955214426,-0.24447829742367974,0.0013359921301817831,0.0005929077377266049,0.005699942990645823,final_WF_exp1_k1_test,2021,20000,all_steps
4995.0,597.0,0.5232642011668482,0.5552000168676681,-0.03193581570081996,-0.0375938445277747,0.8646646646646646,-0.4762093865872962,-0.37695413681119205,-0.0070512538519750135,0.00224645043018817,-0.022094185787048432,final_WF_exp1_k1_test,2021,20000,down_day
7542.0,597.0,0.48094992559327404,0.5149473219735692,-0.0339973963802951,-0.03798128583965865,0.8918058870326173,-0.27767536010794397,-0.22171146651823892,0.006890791080178231,-0.0005647840490929187,0.0241077490426987,final_WF_exp1_k1_test,2021,20000,up_day
15939.0,759.0,0.4413545593847681,0.4860067721013295,-0.044652212716561376,-0.050288418542407176,0.9297948428383211,-0.24664399051629757,-0.12208884560186221,-0.0009632462417194488,4.220401198169489e-06,-0.0007769523261968328,final_WF_exp1_k1_test,2022,20000,all_steps
9013.0,759.0,0.4643831455756666,0.5076732775647602,-0.04329013198909361,-0.04977709384126727,0.9155664040829913,-0.1823076234206318,-0.15458294310908227,-0.011243638340711432,0.0012445984597656088,-0.047582708381808086,final_WF_exp1_k1_test,2022,20000,down_day
6926.0,759.0,0.4113868078198579,0.4578115347721494,-0.04642472695229153,-0.05078205359221821,0.9483107132544037,-0.14467719190092762,-0.08889540277949075,0.012414919220049935,-0.0015800248419226188,0.060132703944265814,final_WF_exp1_k1_test,2022,20000,up_day
13272.0,632.0,0.6770363828442812,0.6960160078627685,-0.018979625018487396,-0.03306053753306615,0.6726943942133815,-0.048573703490614746,-0.04188031018692882,0.0008797047815813664,0.0005070327877995554,0.004147112933107177,final_WF_exp1_k1_test,2023,4000,all_steps
5948.0,632.0,0.6997764720329523,0.7165324870568975,-0.01675601502394525,-0.030999421258042184,0.6528244788164089,-0.11326849325964926,-0.17347370918844998,-0.0062056999950818635,0.0006445252750662495,-0.010882248653912022,final_WF_exp1_k1_test,2023,4000,down_day
7324.0,632.0,0.6585685987789869,0.679354072001671,-0.020785473222684092,-0.034376363817606115,0.6888312397596942,-0.007717255530879211,-0.009482186744257673,0.006633935749849102,0.00039457488831937587,0.01635282602971971,final_WF_exp1_k1_test,2023,4000,up_day
1575.0,75.0,0.4481415979363809,0.48032547191152186,-0.03218387397514087,-0.03048878027326618,0.8590476190476191,-0.6602949664207634,-0.18018624279793877,0.00035664946097232407,-0.00010476886850204833,0.006315144621044579,no_q_WF_exp1_k1_test,2015,10000,all_steps
777.0,75.0,0.48659086335649937,0.5143256866205264,-0.027734823264026976,-0.026085501183912396,0.8185328185328186,-0.7095570596380204,-0.2642971718579313,-0.00927715759259758,0.0012445173150710865,-0.029642830107573105,no_q_WF_exp1_k1_test,2015,10000,down_day
798.0,75.0,0.4107041552904762,0.4472199996948596,-0.036515844404383345,-0.035256886338191185,0.8984962406015038,-0.4253935903698665,-0.1401993776231348,0.009736935276290389,-0.0014361837118954063,0.0413268568568039,no_q_WF_exp1_k1_test,2015,10000,up_day
2457.0,117.0,0.45282455275771266,0.47993805580351456,-0.027113503045801922,-0.025953747594581134,0.91005291005291,-0.554586939471562,-0.11943236145965304,0.00028314329336849293,3.139986037900509e-05,0.0028918740845831755,no_q_WF_exp1_k1_test,2016,7000,all_steps
1198.0,117.0,0.46185201661435726,0.48767619191479394,-0.025824175300436663,-0.0243800713553199,0.8998330550918197,-0.42875265468093243,-0.1314339991558599,-0.006388700009006446,0.0008257916450791507,-0.015992385802437965,no_q_WF_exp1_k1_test,2016,7000,down_day
1259.0,117.0,0.44423447992192205,0.47257484129889776,-0.028340361376975536,-0.026820021154124296,0.9197776012708498,-0.4359684706368977,-0.10259891810190665,0.006631728103730031,-0.0007602806895610718,0.020861169830930535,no_q_WF_exp1_k1_test,2016,7000,up_day
5250.0,250.0,0.5257269738512381,0.5230059898882202,0.0027209839630178306,0.0018439400843066611,0.4666666666666667,-0.19422405793666075,-0.058017004237990034,0.000714104881298704,6.716409666612837e-05,0.000949693247689679,no_q_WF_exp1_k1_test,2017,14000,all_steps
2222.0,250.0,0.5420950437974797,0.5384470672367299,0.003647976560749934,0.0025086509749049357,0.4576957695769577,-0.4296290795748834,-0.12180637338214824,-0.0030697171217820003,0.0002743035413453612,0.0010029818693095018,no_q_WF_exp1_k1_test,2017,14000,down_day
3028.0,250.0,0.5137157943860634,0.5116750540003774,0.0020407403856860158,0.0012659781290746408,0.4732496697490092,0.00638376208733679,0.0032228787421350095,0.0034907404463070672,-8.345024911963507e-05,0.0009105891138590169,no_q_WF_exp1_k1_test,2017,14000,up_day
6720.0,320.0,0.5401995267170574,0.5659570693056262,-0.02575754258856874,-0.041251094169921704,0.7370535714285714,-0.5024758075774853,-0.16205635835520366,-0.00043138822845116526,0.00033570542435456776,0.0038889421081855758,no_q_WF_exp1_k1_test,2018,18000,all_steps
3207.0,320.0,0.5732360900122326,0.5956699424975495,-0.022433852485316916,-0.039285215893576204,0.7072029934518241,-0.5437686283337343,-0.2139053142979209,-0.009483931020149215,0.0014954668548751377,-0.022598601379572612,no_q_WF_exp1_k1_test,2018,18000,down_day
1.0,1.0,0.91612256,0.8856136501063154,0.0305089098936846,0.0305089098936846,0.0,,,0.0,0.0013410743424361153,0.0,no_q_WF_exp1_k1_test,2018,18000,flat_day
3512.0,320.0,0.509924987559623,0.5387335952431835,-0.02880860768356043,-0.042338121731473055,0.7645216400911162,-0.2490175595250743,-0.12460740642963652,0.007834862723925598,-0.0007778313879485094,0.028077279496382813,no_q_WF_exp1_k1_test,2018,18000,up_day
6699.0,319.0,0.531396368696046,0.5636638488073893,-0.03226748011134329,-0.048947523470225573,0.7687714584266309,-0.24716766019466763,-0.09325269009012287,0.001556383672533624,0.00031812720138680976,0.007243347324857667,no_q_WF_exp1_k1_test,2019,14000,all_steps
2655.0,319.0,0.554535051294418,0.5854052671422458,-0.030870215847827745,-0.048167315096791175,0.7589453860640302,-0.29642356920523355,-0.12249484038733473,-0.006579786306827637,0.0011550908481292325,-0.025814927615261354,no_q_WF_exp1_k1_test,2019,14000,down_day
4044.0,319.0,0.5162051712928121,0.5493899947819085,-0.03318482348909644,-0.049700021906624536,0.7752225519287834,-0.05684142788312192,-0.036351687981382115,0.006898008621891722,-0.00023585160204442137,0.02894703673287349,no_q_WF_exp1_k1_test,2019,14000,up_day
10878.0,518.0,0.46015374900800604,0.5210823372197659,-0.06092858821175994,-0.05283375615003516,0.9671814671814671,-0.4097807847200022,-0.2737067853594145,0.0012278140997433516,0.0007880644584323636,0.012491228091364307,no_q_WF_exp1_k1_test,2020,11000,all_steps
4389.0,518.0,0.4849856601822842,0.5455056076770871,-0.060519947494803,-0.05280732343331185,0.9546593757120073,-0.510571899493465,-0.44092637090859527,-0.01522902079513692,0.0039504730238355,-0.1022078748049239,no_q_WF_exp1_k1_test,2020,11000,down_day
6489.0,518.0,0.4433580550422322,0.5045630377842316,-0.061204982741999446,-0.0528650675197484,0.9756511018646941,-0.18748435907066613,-0.1752567502097009,0.012358812459063666,-0.0013075197120939643,0.09007088021215472,no_q_WF_exp1_k1_test,2020,11000,up_day
12537.0,597.0,0.5091482674044646,0.5232063448076089,-0.014058077403144171,-0.026397777989788398,0.7655739012522932,-0.44844366955214426,-0.24447829742367974,0.0013359921301817831,0.0005929077377266049,0.004344867881959939,no_q_WF_exp1_k1_test,2021,20000,all_steps
4995.0,597.0,0.5361198367645577,0.5476011935729399,-0.011481356808382352,-0.025279945507842003,0.7473473473473473,-0.4762093865872962,-0.37695413681119205,-0.0070512538519750135,0.00224645043018817,-0.007213351142567972,no_q_WF_exp1_k1_test,2021,20000,down_day
7542.0,597.0,0.491285235191038,0.5070498518902357,-0.015764616699197646,-0.027315620964044274,0.7776451869530628,-0.27767536010794397,-0.22171146651823892,0.006890791080178231,-0.0005647840490929187,0.01199977427648618,no_q_WF_exp1_k1_test,2021,20000,up_day
15939.0,759.0,0.4401483180265596,0.4910568396765784,-0.0509085216500188,-0.05462994942315459,0.9412761151891587,-0.24664399051629757,-0.12208884560186221,-0.0009632462417194488,4.220401198169489e-06,-0.0014074840646125996,no_q_WF_exp1_k1_test,2022,8000,all_steps
9013.0,759.0,0.46298600309316545,0.5128346772302658,-0.049848674137100306,-0.05414851603563453,0.9282148008432265,-0.1823076234206318,-0.15458294310908227,-0.011243638340711432,0.0012445984597656088,-0.05502082461755732,no_q_WF_exp1_k1_test,2022,8000,down_day
6926.0,759.0,0.41042899150254597,0.4627167227445275,-0.052287731241981605,-0.055146751416488796,0.958273173548946,-0.14467719190092762,-0.08889540277949075,0.012414919220049935,-0.0015800248419226188,0.06836107475775106,no_q_WF_exp1_k1_test,2022,8000,up_day
13272.0,632.0,0.6674546759986393,0.7162901598093488,-0.04883548381070967,-0.05835057532027166,0.7982218203737191,-0.048573703490614746,-0.04188031018692882,0.0008797047815813664,0.0005070327877995554,0.00683160981477416,no_q_WF_exp1_k1_test,2023,18000,all_steps
5948.0,632.0,0.690514282099025,0.736326422782944,-0.04581214068391906,-0.055800692299469046,0.7738735709482178,-0.11326849325964926,-0.17347370918844998,-0.0062056999950818635,0.0006445252750662495,-0.029248021542926,no_q_WF_exp1_k1_test,2023,18000,down_day
7324.0,632.0,0.6487274044141097,0.7000182193168663,-0.05129081490275645,-0.06088128786152475,0.81799563080284,-0.007717255530879211,-0.009482186744257673,0.006633935749849102,0.00039457488831937587,0.036132763189378275,no_q_WF_exp1_k1_test,2023,18000,up_day
